Jaccard_Score,label,feat_smatch
0.48148148148148145,1,0.5301204819277109
0.34615384615384615,1,0.575
0.45,0,0.6111111111111112
0.38461538461538464,1,0.5897435897435898
0.15384615384615385,0,0.3225806451612903
0.4444444444444444,0,0.3529411764705882
0.2631578947368421,1,0.4705882352941176
0.25925925925925924,1,0.3733333333333333
0.5789473684210527,1,0.6666666666666667
0.4444444444444444,1,0.4242424242424243
0.45454545454545453,1,0.6486486486486486
0.0,0,0.037037037037037
0.2857142857142857,0,0.3333333333333332
0.23529411764705882,0,0.5217391304347826
0.5416666666666666,1,0.6829268292682927
0.25,0,0.2631578947368421
0.2857142857142857,0,0.392156862745098
0.23809523809523808,1,0.4225352112676056
0.26666666666666666,0,0.3999999999999999
0.2857142857142857,0,0.6111111111111112
0.6956521739130435,1,0.6
0.4444444444444444,1,0.5172413793103449
0.3125,0,0.380952380952381
0.26666666666666666,1,0.4337349397590361
0.2692307692307692,1,0.3692307692307692
0.3333333333333333,1,0.481012658227848
0.25,1,0.3333333333333333
0.2,0,0.3571428571428571
0.4117647058823529,1,0.4262295081967213
0.36363636363636365,1,0.4666666666666667
0.5714285714285714,1,0.7155963302752293
0.55,1,0.625
0.32,1,0.4109589041095891
0.32142857142857145,1,0.5316455696202531
0.3181818181818182,0,0.3448275862068965
0.06666666666666667,0,0.1818181818181818
0.36363636363636365,1,0.4375
0.375,0,0.5853658536585366
0.6470588235294118,1,0.6285714285714286
0.5,0,0.3529411764705882
0.27586206896551724,1,0.35
0.36363636363636365,1,0.575
1.0,1,1.0
0.43478260869565216,1,0.5789473684210527
0.24,0,0.3225806451612903
0.4166666666666667,1,0.6285714285714287
0.3684210526315789,1,0.5306122448979591
0.27586206896551724,1,0.3505154639175257
0.44,1,0.4871794871794871
0.7619047619047619,1,0.6904761904761905
0.75,1,0.7605633802816901
0.4117647058823529,0,0.410958904109589
0.25,0,0.3571428571428571
0.3684210526315789,1,0.3448275862068965
0.35,1,0.5428571428571428
0.5238095238095238,1,0.5882352941176471
0.5,1,0.6229508196721311
0.19047619047619047,0,0.409090909090909
0.42857142857142855,1,0.5333333333333333
0.5,1,0.4615384615384615
0.5,0,0.4166666666666666
0.3125,1,0.3555555555555555
0.5,1,0.5252525252525252
0.7647058823529411,1,0.7647058823529412
0.23809523809523808,0,0.25
0.4,1,0.5970149253731343
0.3333333333333333,0,0.5454545454545454
0.46153846153846156,1,0.6
0.4,1,0.6031746031746033
0.21739130434782608,1,0.4193548387096774
0.3888888888888889,1,0.3793103448275862
0.36,0,0.5822784810126581
0.6363636363636364,1,0.7812500000000001
0.23809523809523808,1,0.3508771929824561
0.5833333333333334,0,0.5531914893617021
0.30434782608695654,1,0.547945205479452
0.6818181818181818,1,0.6595744680851064
0.5454545454545454,1,0.6944444444444444
0.3333333333333333,1,0.3076923076923077
0.35,1,0.4375
0.4375,1,0.4680851063829788
0.5,1,0.5172413793103449
0.3076923076923077,0,0.4848484848484849
0.5714285714285714,1,0.5925925925925926
0.5555555555555556,1,0.7241379310344828
0.3157894736842105,1,0.2608695652173913
0.35,1,0.4406779661016949
0.2222222222222222,0,0.3255813953488372
0.4375,1,0.6545454545454545
0.5217391304347826,1,0.7529411764705882
0.45454545454545453,1,0.59375
0.3333333333333333,1,0.419753086419753
0.4166666666666667,1,0.4657534246575342
0.38095238095238093,1,0.3888888888888889
0.5454545454545454,1,0.5070422535211268
0.3076923076923077,1,0.48
0.38461538461538464,0,0.5128205128205129
0.058823529411764705,1,0.2051282051282051
0.2916666666666667,0,0.5806451612903225
0.5,1,0.5526315789473685
0.7058823529411765,1,0.75
0.4,1,0.5454545454545454
0.6,1,0.5454545454545455
0.56,1,0.6206896551724139
0.25,1,0.3666666666666667
0.696969696969697,1,0.7207207207207208
0.14285714285714285,0,0.2105263157894737
0.6111111111111112,1,0.5753424657534246
0.6153846153846154,0,0.55
0.2857142857142857,1,0.4482758620689655
0.13043478260869565,0,0.25
0.42857142857142855,1,0.6545454545454547
0.5,1,0.7777777777777777
0.3,0,0.4838709677419354
0.7647058823529411,1,0.676470588235294
1.0,1,0.8787878787878788
0.3125,1,0.4897959183673469
0.6153846153846154,1,0.6808510638297872
0.55,1,0.6567164179104478
0.36363636363636365,1,0.5135135135135136
0.4,1,0.3255813953488372
0.29411764705882354,1,0.3773584905660377
0.4444444444444444,1,0.6666666666666667
0.3,1,0.3736263736263737
0.2916666666666667,1,0.5
0.6470588235294118,1,0.5070422535211269
0.48,1,0.4742268041237113
0.6,1,0.7796610169491525
0.2962962962962963,0,0.4146341463414634
0.2631578947368421,1,0.5
0.23529411764705882,0,0.2499999999999999
0.5161290322580645,1,0.6599999999999999
0.05555555555555555,0,0.081081081081081
0.3125,1,0.409090909090909
0.7272727272727273,1,0.8571428571428572
0.2916666666666667,1,0.411764705882353
0.2857142857142857,1,0.4444444444444445
0.3870967741935484,1,0.4380952380952381
0.4,1,0.6153846153846153
0.45,0,0.3711340206185567
0.75,1,0.819672131147541
0.2727272727272727,0,0.3448275862068966
0.4,1,0.5853658536585366
0.2222222222222222,0,0.32
0.3684210526315789,1,0.5
0.29411764705882354,1,0.4285714285714285
0.42857142857142855,1,0.5671641791044776
0.3157894736842105,1,0.5185185185185185
0.36,1,0.5405405405405405
0.2,0,0.3448275862068966
0.21428571428571427,0,0.3783783783783783
0.6666666666666666,1,0.594059405940594
0.2727272727272727,1,0.2068965517241379
0.3125,0,0.3272727272727273
0.25,0,0.3661971830985915
0.29411764705882354,1,0.3478260869565217
0.42857142857142855,1,0.547945205479452
0.2608695652173913,0,0.4363636363636363
0.375,1,0.3720930232558139
0.8125,1,0.9333333333333332
0.2222222222222222,0,0.3666666666666666
0.5384615384615384,1,0.6545454545454545
0.4166666666666667,1,0.45
0.8333333333333334,1,0.7380952380952381
0.25925925925925924,1,0.4347826086956521
0.26666666666666666,0,0.4888888888888889
0.22727272727272727,1,0.2456140350877193
0.4666666666666667,1,0.3902439024390243
0.125,1,0.3684210526315789
0.45454545454545453,0,0.4444444444444445
0.2692307692307692,0,0.4657534246575342
0.2,1,0.1666666666666666
0.39285714285714285,1,0.5116279069767442
0.4090909090909091,0,0.5454545454545454
0.3157894736842105,1,0.5116279069767442
0.7368421052631579,1,0.7999999999999999
0.5909090909090909,1,0.7816091954022989
0.3181818181818182,1,0.4642857142857142
0.36363636363636365,0,0.4545454545454545
0.23076923076923078,0,0.3157894736842105
0.3157894736842105,1,0.4210526315789473
0.3684210526315789,1,0.6101694915254238
0.35714285714285715,1,0.5121951219512196
0.5454545454545454,1,0.647887323943662
0.3181818181818182,1,0.5294117647058824
0.5882352941176471,1,0.5833333333333334
0.38461538461538464,0,0.4857142857142857
0.42105263157894735,1,0.4642857142857143
0.35,0,0.490566037735849
0.5263157894736842,1,0.6557377049180327
0.47058823529411764,1,0.4615384615384615
0.5357142857142857,1,0.5806451612903225
0.04,0,0.125
0.4444444444444444,1,0.4642857142857143
0.3333333333333333,1,0.3404255319148936
0.5909090909090909,1,0.6027397260273972
0.3333333333333333,1,0.3555555555555555
0.3157894736842105,1,0.46875
0.9090909090909091,1,0.7017543859649122
0.3181818181818182,1,0.4761904761904761
0.2,1,0.2553191489361702
0.5789473684210527,1,0.6562499999999999
0.2,1,0.4166666666666666
0.21428571428571427,1,0.375
0.4166666666666667,1,0.3333333333333333
0.21739130434782608,0,0.4266666666666666
0.48,1,0.4938271604938271
0.625,1,0.7441860465116279
0.2777777777777778,0,0.4782608695652173
0.5,1,0.6265060240963854
0.38461538461538464,0,0.4736842105263157
0.13636363636363635,1,0.2545454545454545
0.5384615384615384,1,0.6190476190476191
0.391304347826087,1,0.5483870967741936
0.8823529411764706,1,0.875
0.5555555555555556,1,0.6666666666666666
0.5384615384615384,0,0.6818181818181818
0.45454545454545453,0,0.4848484848484848
0.64,1,0.8048780487804876
0.38095238095238093,1,0.5396825396825397
0.5263157894736842,1,0.5806451612903226
0.14285714285714285,0,0.1999999999999999
0.35714285714285715,1,0.4444444444444444
0.5789473684210527,0,0.6578947368421053
0.3125,1,0.4137931034482758
0.2,1,0.391304347826087
0.391304347826087,1,0.5238095238095238
0.25,0,0.3529411764705882
0.7058823529411765,1,0.7
0.47368421052631576,1,0.5901639344262295
0.2777777777777778,1,0.2857142857142857
0.4117647058823529,1,0.5882352941176471
0.20833333333333334,1,0.3666666666666666
0.7142857142857143,0,0.5283018867924528
0.3333333333333333,1,0.4705882352941176
0.2,0,0.3
0.4166666666666667,1,0.5
0.16666666666666666,0,0.392156862745098
0.9047619047619048,1,0.902439024390244
0.36363636363636365,1,0.4000000000000001
0.45,1,0.6666666666666667
0.4666666666666667,1,0.6530612244897959
0.3333333333333333,0,0.3448275862068966
0.5882352941176471,0,0.5
0.625,1,0.6785714285714285
0.4117647058823529,1,0.4262295081967213
0.21052631578947367,1,0.3673469387755101
0.3,1,0.4528301886792452
0.391304347826087,1,0.5507246376811593
0.3333333333333333,0,0.3333333333333333
0.21428571428571427,1,0.3888888888888889
0.45454545454545453,0,0.5238095238095238
0.3157894736842105,1,0.3492063492063491
0.7,1,0.7692307692307692
1.0,1,0.7906976744186046
0.3684210526315789,0,0.3928571428571428
0.0625,1,0.0555555555555555
0.5454545454545454,1,0.5135135135135136
0.5294117647058824,1,0.5063291139240507
0.5714285714285714,0,0.6521739130434783
0.42105263157894735,1,0.4927536231884057
0.21739130434782608,0,0.3835616438356164
0.75,1,0.7719298245614035
0.47368421052631576,0,0.6769230769230768
0.7,1,0.6399999999999999
0.625,0,0.7037037037037038
0.2777777777777778,0,0.4285714285714285
0.25,1,0.2727272727272727
0.5238095238095238,1,0.5294117647058824
0.2727272727272727,0,0.4333333333333333
0.18518518518518517,0,0.3768115942028985
0.26666666666666666,1,0.2461538461538461
0.5238095238095238,1,0.6575342465753425
0.3333333333333333,0,0.5074626865671642
0.3684210526315789,1,0.4516129032258064
0.8947368421052632,1,0.7526881720430109
0.38461538461538464,1,0.4594594594594595
0.3,1,0.3692307692307692
0.45,1,0.5135135135135135
0.5384615384615384,1,0.6250000000000001
0.2692307692307692,1,0.4864864864864865
0.2,0,0.2972972972972973
0.10526315789473684,0,0.2083333333333333
0.5454545454545454,0,0.65625
0.2,0,0.25
0.3333333333333333,0,0.4782608695652173
0.22727272727272727,0,0.2807017543859649
0.07692307692307693,1,0.1935483870967742
0.21739130434782608,1,0.4333333333333333
0.6363636363636364,1,0.7999999999999999
0.3333333333333333,0,0.5
0.5555555555555556,1,0.5964912280701754
0.38461538461538464,1,0.5789473684210527
0.3125,0,0.5
0.13043478260869565,0,0.2641509433962264
0.3076923076923077,0,0.4578313253012048
0.3548387096774194,0,0.5227272727272727
0.4117647058823529,1,0.4489795918367347
0.13636363636363635,0,0.2539682539682539
0.35294117647058826,1,0.5185185185185185
0.4,1,0.5517241379310345
0.2916666666666667,1,0.3492063492063492
0.15384615384615385,1,0.2857142857142856
0.2857142857142857,0,0.3908045977011494
0.3333333333333333,1,0.4375
0.7058823529411765,1,0.7936507936507937
0.75,1,0.7619047619047619
0.782608695652174,1,0.7126436781609196
0.07692307692307693,0,0.2857142857142857
0.42857142857142855,1,0.4871794871794871
0.3333333333333333,1,0.46
0.4166666666666667,1,0.4957264957264957
0.2857142857142857,1,0.2272727272727272
0.2916666666666667,1,0.4054054054054054
0.5,1,0.5609756097560975
0.6666666666666666,1,0.84375
0.30434782608695654,0,0.4857142857142857
0.3333333333333333,1,0.5416666666666667
0.22727272727272727,0,0.4081632653061224
0.35,1,0.5
0.2222222222222222,1,0.4680851063829787
0.0,0,0.054054054054054
0.5,1,0.5230769230769231
0.5,0,0.6486486486486486
0.3,1,0.4109589041095889
0.25,1,0.4761904761904761
0.30434782608695654,1,0.4285714285714285
0.391304347826087,1,0.6206896551724138
0.35294117647058826,0,0.4347826086956521
0.2,0,0.2650602409638554
0.4117647058823529,1,0.5333333333333333
0.6666666666666666,1,0.8125
0.30434782608695654,1,0.4827586206896552
0.2222222222222222,1,0.52
0.47058823529411764,1,0.3928571428571428
0.2222222222222222,0,0.3902439024390244
0.3,0,0.4871794871794871
0.4117647058823529,0,0.6037735849056604
0.35294117647058826,0,0.5789473684210527
0.6111111111111112,1,0.6857142857142857
0.9090909090909091,1,0.8333333333333334
0.21052631578947367,1,0.4680851063829787
0.7142857142857143,1,0.676923076923077
0.23333333333333334,1,0.3733333333333333
0.3333333333333333,0,0.4186046511627906
0.4444444444444444,1,0.4666666666666667
0.23809523809523808,0,0.2807017543859649
0.21739130434782608,0,0.2142857142857142
0.42857142857142855,1,0.5853658536585367
0.5384615384615384,1,0.7727272727272727
0.21739130434782608,1,0.4776119402985074
0.17647058823529413,0,0.3555555555555555
0.16666666666666666,1,0.2758620689655172
0.47058823529411764,1,0.5714285714285715
0.5789473684210527,1,0.6086956521739131
0.45,1,0.4615384615384615
0.35,1,0.4615384615384615
0.4166666666666667,1,0.4864864864864865
0.5217391304347826,0,0.4597701149425287
0.21428571428571427,1,0.2105263157894737
0.6842105263157895,1,0.7532467532467533
0.47368421052631576,1,0.4923076923076923
0.25,0,0.3414634146341463
0.3235294117647059,1,0.4869565217391304
0.2727272727272727,1,0.5999999999999999
0.5217391304347826,0,0.4242424242424242
0.375,1,0.5106382978723404
0.5652173913043478,1,0.6756756756756757
0.16666666666666666,0,0.1621621621621621
0.5,1,0.5833333333333334
0.23076923076923078,1,0.4225352112676056
0.21428571428571427,1,0.4266666666666667
0.26666666666666666,1,0.3333333333333333
0.5652173913043478,1,0.6896551724137931
0.38461538461538464,0,0.391304347826087
0.3333333333333333,0,0.4
0.55,1,0.6849315068493151
0.6551724137931034,1,0.6218487394957982
0.5,1,0.4912280701754385
0.3157894736842105,1,0.3548387096774194
0.3125,0,0.5263157894736843
0.23809523809523808,1,0.375
0.3157894736842105,0,0.4150943396226415
0.6071428571428571,0,0.6470588235294118
0.5,1,0.5625000000000001
0.2727272727272727,1,0.3214285714285714
0.2,0,0.5
0.5789473684210527,1,0.5161290322580645
0.3125,1,0.3
0.25,0,0.4782608695652174
0.34615384615384615,1,0.3855421686746987
0.4166666666666667,1,0.4166666666666666
0.9047619047619048,1,0.9382716049382716
0.6111111111111112,1,0.7017543859649122
0.1111111111111111,1,0.3043478260869565
0.2,0,0.4375
0.0,1,0.2
0.2857142857142857,1,0.3157894736842105
0.4,1,0.5135135135135135
0.34782608695652173,0,0.42
0.4,0,0.4347826086956522
0.2916666666666667,1,0.3666666666666666
0.3333333333333333,0,0.3720930232558139
0.3,0,0.4536082474226804
0.5882352941176471,0,0.5483870967741936
0.3,1,0.3571428571428571
0.23809523809523808,0,0.3076923076923076
0.52,1,0.6842105263157895
0.391304347826087,0,0.3846153846153846
0.8,1,0.7999999999999999
0.5,0,0.62
0.5238095238095238,0,0.7777777777777778
0.3181818181818182,1,0.5405405405405405
0.3125,1,0.3333333333333333
0.7142857142857143,1,0.6930693069306931
0.29411764705882354,1,0.5531914893617021
0.4666666666666667,1,0.5714285714285714
0.5714285714285714,1,0.638888888888889
0.42857142857142855,1,0.6461538461538461
0.21052631578947367,0,0.2692307692307692
0.35,0,0.5263157894736842
0.42857142857142855,1,0.6382978723404256
0.35,1,0.4210526315789474
0.3,0,0.475
0.42857142857142855,0,0.4
0.45,0,0.5573770491803278
0.631578947368421,1,0.6285714285714286
0.15384615384615385,0,0.1515151515151515
0.5909090909090909,1,0.5977011494252873
0.29411764705882354,1,0.5777777777777778
0.43333333333333335,1,0.4390243902439024
0.45454545454545453,1,0.5555555555555555
0.36666666666666664,1,0.4943820224719101
0.4375,1,0.5714285714285714
0.38095238095238093,0,0.5925925925925927
0.42857142857142855,1,0.3555555555555555
0.2,0,0.4210526315789473
0.3,1,0.3225806451612903
0.25,1,0.3384615384615385
1.0,1,1.0
0.2857142857142857,1,0.5945945945945945
0.0,1,0.0416666666666666
0.27586206896551724,0,0.3010752688172043
0.6666666666666666,1,0.7169811320754718
0.45,0,0.523076923076923
0.4838709677419355,1,0.6292134831460675
0.34615384615384615,1,0.4615384615384615
0.18518518518518517,0,0.208955223880597
0.3333333333333333,1,0.3548387096774193
0.2857142857142857,1,0.2962962962962963
0.5,1,0.6206896551724138
0.5625,1,0.6779661016949152
0.38461538461538464,0,0.5263157894736842
0.41379310344827586,1,0.5121951219512195
0.45,1,0.547945205479452
0.5185185185185185,0,0.5714285714285714
0.5454545454545454,1,0.7012987012987012
0.3,0,0.4615384615384615
0.2857142857142857,0,0.3673469387755101
0.21052631578947367,1,0.3902439024390244
0.21428571428571427,1,0.3333333333333332
0.28,1,0.4651162790697674
0.36363636363636365,0,0.5555555555555556
0.17647058823529413,1,0.3555555555555555
0.29411764705882354,1,0.4545454545454545
0.5,1,0.5777777777777778
0.25,1,0.4615384615384615
0.3333333333333333,1,0.5357142857142857
0.42105263157894735,0,0.4571428571428572
0.125,1,0.2857142857142857
0.4583333333333333,1,0.6341463414634146
0.17647058823529413,1,0.3636363636363636
0.52,1,0.6823529411764706
0.7894736842105263,1,0.9166666666666669
0.6,1,0.6250000000000001
0.4,1,0.5121951219512195
0.6,1,0.6567164179104478
0.25,0,0.3272727272727272
0.375,1,0.4705882352941176
0.5384615384615384,1,0.7894736842105263
0.5294117647058824,0,0.5217391304347826
0.5238095238095238,0,0.6019417475728156
0.38095238095238093,0,0.4545454545454546
0.16666666666666666,1,0.3773584905660377
0.46153846153846156,1,0.5357142857142857
0.2916666666666667,1,0.5846153846153845
0.7142857142857143,1,0.7857142857142857
0.47058823529411764,1,0.65625
0.5,1,0.6666666666666666
0.22580645161290322,0,0.4545454545454545
0.42857142857142855,1,0.5625
0.4375,0,0.5490196078431372
0.6666666666666666,1,0.8518518518518519
0.8421052631578947,1,0.7804878048780488
0.3,1,0.4615384615384615
0.5,0,0.5599999999999999
0.2222222222222222,0,0.3076923076923077
0.5833333333333334,1,0.7916666666666666
0.4,1,0.6493506493506493
0.4,0,0.5057471264367817
0.07692307692307693,1,0.3333333333333333
0.4,0,0.4848484848484848
0.3,0,0.3050847457627119
0.25,0,0.4528301886792452
0.16666666666666666,1,0.3606557377049181
0.25,0,0.4444444444444445
0.4117647058823529,0,0.3055555555555555
0.1875,1,0.2631578947368421
0.5454545454545454,1,0.6666666666666666
0.23529411764705882,0,0.392156862745098
0.375,1,0.4571428571428571
0.4090909090909091,1,0.608695652173913
0.3125,1,0.4444444444444445
0.5357142857142857,1,0.5617977528089888
0.5333333333333333,1,0.625
0.5,1,0.5882352941176471
0.5238095238095238,1,0.631578947368421
0.5714285714285714,1,0.6037735849056605
0.3333333333333333,1,0.3846153846153846
0.7272727272727273,1,0.7010309278350516
0.4,0,0.5333333333333333
0.2727272727272727,1,0.4285714285714285
0.75,1,0.8571428571428571
0.5833333333333334,1,0.5853658536585366
0.18181818181818182,0,0.392156862745098
0.3125,1,0.3636363636363636
0.1875,0,0.25
0.2894736842105263,0,0.4952380952380952
0.52,1,0.6666666666666667
0.7777777777777778,1,0.8235294117647058
0.17647058823529413,1,0.3999999999999999
0.3333333333333333,1,0.4262295081967213
0.38461538461538464,1,0.6666666666666667
0.1875,1,0.3783783783783783
0.4117647058823529,0,0.1639344262295082
0.8571428571428571,0,0.7603305785123967
0.25,1,0.3797468354430379
0.5,1,0.3958333333333333
0.42857142857142855,1,0.4923076923076923
0.3,1,0.3529411764705882
0.6538461538461539,1,0.7741935483870969
0.42857142857142855,0,0.5538461538461539
0.23076923076923078,1,0.3243243243243243
0.5416666666666666,1,0.5957446808510638
0.20833333333333334,1,0.2903225806451612
0.6428571428571429,1,0.7
0.2777777777777778,0,0.3050847457627118
0.5,1,0.6666666666666667
0.4,1,0.3571428571428571
0.5714285714285714,1,0.6021505376344085
0.42857142857142855,1,0.6268656716417911
0.25,1,0.4444444444444445
0.36363636363636365,1,0.5542168674698795
0.3333333333333333,0,0.3783783783783783
0.23809523809523808,1,0.3404255319148936
0.3125,1,0.4545454545454545
0.375,1,0.3928571428571428
0.3,0,0.3928571428571428
0.6666666666666666,1,0.6666666666666666
0.3333333333333333,0,0.3265306122448979
0.4117647058823529,0,0.5555555555555556
0.5625,1,0.6440677966101696
0.2631578947368421,0,0.4
0.4444444444444444,1,0.4482758620689654
0.45454545454545453,1,0.6461538461538462
0.2727272727272727,1,0.4666666666666667
0.75,1,0.8732394366197183
0.5333333333333333,1,0.6666666666666666
0.3888888888888889,1,0.6363636363636365
0.4,0,0.359375
0.2,1,0.3835616438356165
0.9,1,0.925925925925926
0.47368421052631576,1,0.3809523809523809
0.5333333333333333,1,0.6666666666666666
0.25,0,0.4262295081967213
0.4444444444444444,0,0.5964912280701754
0.1,1,0.125
0.5333333333333333,1,0.52
0.5263157894736842,1,0.5862068965517241
0.0,0,0.0909090909090909
0.2,1,0.3529411764705882
0.19047619047619047,0,0.2909090909090909
0.2857142857142857,0,0.3243243243243243
0.6875,1,0.88
0.30434782608695654,1,0.3333333333333333
0.2,1,0.3235294117647058
0.4,0,0.42
0.38095238095238093,0,0.5217391304347826
0.29411764705882354,0,0.392156862745098
0.5333333333333333,1,0.6071428571428571
0.42105263157894735,1,0.5517241379310345
0.2631578947368421,0,0.3846153846153846
0.23076923076923078,0,0.411764705882353
0.3,0,0.3999999999999999
0.30434782608695654,1,0.53125
0.35,1,0.4523809523809524
0.5333333333333333,1,0.7499999999999999
0.4117647058823529,1,0.5283018867924528
0.2962962962962963,0,0.3896103896103896
0.34615384615384615,1,0.5970149253731343
0.35714285714285715,1,0.5416666666666666
0.29411764705882354,1,0.375
0.47619047619047616,1,0.5797101449275363
0.35714285714285715,1,0.409090909090909
0.5,1,0.4642857142857143
0.16,1,0.3636363636363636
0.13333333333333333,1,0.2222222222222222
0.46153846153846156,1,0.7317073170731706
0.4,1,0.5822784810126582
0.3181818181818182,1,0.53125
0.35,0,0.52
0.5,0,0.6176470588235294
0.45454545454545453,1,0.5952380952380952
0.3333333333333333,1,0.4533333333333333
0.7222222222222222,0,0.6956521739130435
0.4,0,0.5405405405405405
1.0,1,1.0
0.4166666666666667,1,0.5319148936170213
0.2608695652173913,0,0.4242424242424242
0.2222222222222222,0,0.1904761904761905
0.26666666666666666,1,0.5217391304347826
0.17391304347826086,1,0.3278688524590164
0.44,1,0.6382978723404256
0.8181818181818182,1,0.7804878048780488
0.4166666666666667,1,0.5
0.3,0,0.4193548387096774
0.2,1,0.3111111111111111
0.5454545454545454,1,0.7872340425531914
0.75,0,0.8297872340425533
0.18181818181818182,0,0.430379746835443
0.4666666666666667,0,0.5490196078431373
0.4090909090909091,0,0.5245901639344263
0.375,0,0.44
0.5,1,0.6666666666666666
0.21052631578947367,0,0.4727272727272727
0.2,0,0.5405405405405405
0.631578947368421,0,0.7096774193548387
0.42857142857142855,1,0.4
0.43478260869565216,0,0.5352112676056338
0.4,0,0.5333333333333333
0.5,1,0.52
0.46153846153846156,0,0.5777777777777777
0.3181818181818182,1,0.4
0.35294117647058826,1,0.5106382978723405
0.18181818181818182,1,0.1333333333333333
0.46153846153846156,0,0.3913043478260869
0.4117647058823529,1,0.4411764705882353
0.23529411764705882,0,0.391304347826087
0.17391304347826086,0,0.3880597014925373
0.5217391304347826,1,0.6111111111111113
0.35294117647058826,1,0.3448275862068965
0.5652173913043478,1,0.6000000000000001
0.38095238095238093,0,0.4507042253521127
0.5,1,0.558139534883721
0.6,1,0.5833333333333334
0.5,1,0.6792452830188679
0.25,1,0.3829787234042553
0.2222222222222222,0,0.5714285714285714
0.5652173913043478,1,0.641025641025641
0.3333333333333333,0,0.2962962962962963
0.25,1,0.4090909090909091
0.3684210526315789,0,0.4736842105263157
0.47619047619047616,1,0.627906976744186
0.35,1,0.52
0.5833333333333334,1,0.4736842105263157
0.5909090909090909,1,0.5306122448979592
0.3888888888888889,0,0.3999999999999999
0.5,1,0.6478873239436619
0.6153846153846154,0,0.6086956521739131
0.6153846153846154,1,0.6808510638297872
0.36363636363636365,1,0.611111111111111
0.375,1,0.55
1.0,1,1.0
0.2727272727272727,0,0.2222222222222222
0.5909090909090909,1,0.6511627906976744
0.8,1,0.7868852459016394
0.43478260869565216,0,0.5194805194805195
0.35,1,0.576923076923077
0.42857142857142855,1,0.5416666666666667
0.25,1,0.5070422535211268
0.6538461538461539,0,0.6823529411764706
0.5833333333333334,1,0.6666666666666666
0.6153846153846154,1,0.5084745762711865
0.4,1,0.5797101449275361
0.41379310344827586,1,0.4356435643564356
0.4666666666666667,1,0.4545454545454546
0.36363636363636365,1,0.4637681159420289
0.32142857142857145,0,0.3571428571428571
0.38095238095238093,1,0.5
0.2857142857142857,1,0.4333333333333333
0.5882352941176471,0,0.6
0.6363636363636364,0,0.5714285714285713
0.52,1,0.594059405940594
0.32,0,0.3684210526315788
0.5294117647058824,1,0.7169811320754718
0.1,1,0.1739130434782608
0.35294117647058826,0,0.490566037735849
0.42857142857142855,0,0.5853658536585366
0.44,0,0.3595505617977528
0.16666666666666666,0,0.2380952380952381
